,area,convex_area,bbox_area,major_axis_length,minor_axis_length,perimeter,equivalent_diameter,mean_intensity,solidity,eccentricity,ratio_length,perimeter_ratio_major,perimeter_ratio_minor,area_ratio_convex,area_ratio_bbox,peri_over_dia,Finding
1,256,262,300,21.08909671,15.66790983,57.79898987,18.05406667,138.6601563,0.977099237,0.669359264,1.346005749,2.740704861,3.6890045,0.977099237,0.853333333,3.201438818,Covid-19
2,377,729,819,43.45067406,23.76120098,218.7878426,21.90916038,154.4111406,0.517146776,0.837227595,1.828639643,5.035315269,9.207777114,0.517146776,0.46031746,9.986135426,Covid-19
4,290,305,384,23.04062511,16.04251445,63.69848481,19.2156048,147.1,0.950819672,0.717779196,1.436222806,2.764616173,3.970604796,0.950819672,0.755208333,3.314935203,Covid-19
1,1086,1304,1794,42.21617514,38.16232689,163.7401154,37.18518718,138.5046041,0.832822086,0.427587317,1.106226443,3.87861086,4.290621897,0.832822086,0.605351171,4.4033694,Covid-19
2,662,985,1512,46.55194239,28.02132607,160.4680374,29.03247455,138.9848943,0.672081218,0.798543749,1.661304047,3.447075013,5.726639668,0.672081218,0.437830688,5.527191185,Covid-19
1,149,170,210,15.0119924,13.44532427,49.21320344,13.77362306,131.6107383,0.876470588,0.444781938,1.11652141,3.278259282,3.660246675,0.876470588,0.70952381,3.573003503,Covid-19
2,174,246,400,25.91480313,12.1370903,66.76955262,14.88434348,135.5344828,0.707317073,0.883545229,2.135174287,2.576502406,5.501281689,0.707317073,0.435,4.485891683,Covid-19
3,764,1010,2704,63.77756374,18.03540997,161.8883476,31.1890207,143.5327225,0.756435644,0.95918299,3.53624142,2.538327558,8.976139048,0.756435644,0.282544379,5.190555651,Covid-19
1,326,501,868,34.96470116,17.58796279,126.4325035,20.3734163,131.8742331,0.650698603,0.864274458,1.987990399,3.616004122,7.188581478,0.650698603,0.375576037,6.205758607,Covid-19
2,242,370,962,67.22417927,7.033515424,139.6629509,17.55346034,135.5123967,0.654054054,0.994511454,9.557692735,2.07757019,19.85677751,0.654054054,0.251559252,7.956434129,Covid-19
3,128,140,234,19.85305936,8.430470393,46.87005769,12.76615297,134.1875,0.914285714,0.905360698,2.354917156,2.360848111,5.559601719,0.914285714,0.547008547,3.67143162,Covid-19
1,337,346,391,24.79389765,17.62836178,68.38477631,20.71428798,147.2878338,0.973988439,0.703196063,1.406477695,2.75812933,3.879247383,0.973988439,0.861892583,3.301333667,Covid-19
1,196,255,513,29.36863737,10.66150297,73.56244584,15.79730834,134.8061224,0.768627451,0.931780018,2.754643265,2.504796015,6.899819474,0.768627451,0.382066277,4.6566443,Covid-19
2,219,325,368,27.76070335,19.72452662,110.5269119,16.69848677,160.2785388,0.673846154,0.703677309,1.407420512,3.981416124,5.60352672,0.673846154,0.595108696,6.618977724,Covid-19
3,192,253,408,21.06116521,15.18324908,78.84062043,15.63528038,131.578125,0.758893281,0.693026499,1.387131641,3.743412088,5.192605352,0.758893281,0.470588235,5.042482035,Covid-19
1,130005,218399,230461,547.8038607,423.151718,4614.601477,406.8507183,158.6367755,0.595263715,0.635074195,1.294580259,8.423820655,10.90531193,0.595263715,0.564108461,11.34224734,Covid-19
2,845,2328,4466,119.1812087,28.28900585,333.3969696,32.80072279,140.0236686,0.362972509,0.971421441,4.212986817,2.797395439,11.7853901,0.362972509,0.189207344,10.16431777,Covid-19
3,213,280,304,20.10462408,17.66142258,74.28427125,16.46815178,155.9906103,0.760714286,0.477787132,1.138335487,3.694884865,4.206018564,0.760714286,0.700657895,4.510783738,Covid-19
1,178,244,322,21.20587085,12.4738219,68.45584412,15.05445578,131.6348315,0.729508197,0.808697367,1.700029952,3.228155289,5.487960679,0.729508197,0.552795031,4.547214798,Covid-19
4,102,145,210,16.18517661,10.24944914,49.3492424,11.39607097,132.5392157,0.703448276,0.773937903,1.579126486,3.049039476,4.814818993,0.703448276,0.485714286,4.330373383,Covid-19
1,132,152,252,18.16335752,9.731645919,47.87005769,12.96408963,133.3712121,0.868421053,0.844354748,1.866421946,2.635529122,4.919009393,0.868421053,0.523809524,3.69251209,Covid-19
2,150,180,256,15.47743413,14.55187691,53.21320344,13.81976598,140.3533333,0.833333333,0.340624089,1.063603976,3.438115322,3.656793125,0.833333333,0.5859375,3.850514077,Covid-19
3,278,370,560,42.20772374,9.636384252,100.4264069,18.81384048,138.7266187,0.751351351,0.973588828,4.380037433,2.379337191,10.42158596,0.751351351,0.496428571,5.337900414,Covid-19
1,227,232,266,20.26571495,14.57793374,54.97056275,17.00074636,144.7973568,0.978448276,0.694658452,1.390163744,2.712490672,3.770806187,0.978448276,0.853383459,3.233420557,Covid-19
2,211,225,247,20.96673573,13.20918123,56.38477631,16.39065416,150.8246445,0.937777778,0.776589804,1.587285038,2.689249153,4.268604944,0.937777778,0.854251012,3.440056495,Covid-19
3,413,566,570,32.71634034,21.22118941,133.9116882,22.9313744,150.9322034,0.729681979,0.761093736,1.541682688,4.093113314,6.310281937,0.729681979,0.724561404,5.839671269,Covid-19
5,341,431,570,38.01141017,12.83234366,96.08326112,20.8368588,139.9648094,0.791183295,0.941292578,2.962156498,2.527747871,7.487584781,0.791183295,0.598245614,4.611216212,Covid-19
1,189,297,345,27.21492191,18.78807506,106.7695526,15.51264884,160.6137566,0.636363636,0.723466658,1.448521034,3.923198934,5.682836175,0.636363636,0.547826087,6.882741545,Covid-19
1,970,1507,2160,65.44327549,24.93766513,217.5512986,35.14316944,139.3824742,0.643662906,0.924551251,2.624274372,3.324272768,8.723803829,0.643662906,0.449074074,6.190429094,Covid-19
2,102,110,144,16.52776511,7.969776198,40.14213562,11.39607097,134.5196078,0.927272727,0.876058236,2.073805424,2.428769731,5.036795843,0.927272727,0.708333333,3.522453987,Covid-19
3,462,782,1134,39.27420233,23.76473613,163.2314934,24.25359086,133.9935065,0.590792839,0.796151097,1.652625222,4.156201367,6.868643208,0.590792839,0.407407407,6.730199018,Covid-19
4,177,301,528,27.92767933,11.27357106,80.59797975,15.01210843,132.0508475,0.588039867,0.914904582,2.477269996,2.885953351,7.149285646,0.588039867,0.335227273,5.368864749,Covid-19
5,123,152,220,20.0722138,8.907527965,52.49137803,12.51433035,131.3577236,0.809210526,0.896138704,2.25339891,2.61512649,5.892923181,0.809210526,0.559090909,4.19450155,Covid-19
1,69846,110248,135616,443.8092576,241.9172626,2852.104869,298.2124901,147.9384933,0.633535302,0.838375668,1.834549766,6.426420405,11.78958805,0.633535302,0.515027725,9.564002057,Covid-19
2,109,224,238,18.01506739,17.28275947,72.83452378,11.78062436,165.1559633,0.486607143,0.282218161,1.042372164,4.042978148,4.214287881,0.486607143,0.457983193,6.182569067,Covid-19
1,246,386,544,31.53443545,15.1233028,96.39087297,17.6979357,133.4471545,0.637305699,0.877497845,2.08515533,3.056686178,6.373665477,0.637305699,0.452205882,5.446447236,Covid-19
2,123582,183755,230400,521.3635376,411.3329046,3151.855085,396.6730258,162.286498,0.672536802,0.614449664,1.267497766,6.045407586,7.662540609,0.672536802,0.536380208,7.945725774,Covid-19
3,6322,12298,19436,214.4240952,52.49728055,822.3340905,89.71856219,137.6447327,0.514067328,0.969566223,4.084480053,3.835082478,15.66431788,0.514067328,0.32527269,9.165707412,Covid-19
5,702,864,1280,56.74885419,17.433056,148.7401154,29.89672491,134.6623932,0.8125,0.951646068,3.255244187,2.621024116,8.532073515,0.8125,0.5484375,4.975130748,Covid-19
8,166,216,294,23.3985836,11.47283929,61.21320344,14.53814859,133.0963855,0.768518519,0.871541381,2.03947628,2.616107217,5.335488616,0.768518519,0.56462585,4.210522616,Covid-19
1,161381,240574,253008,587.3342373,540.5592265,4830.218792,453.2953463,181.9448758,0.670816464,0.391071053,1.086530779,8.223969396,8.935595871,0.670816464,0.637849396,10.6557873,Covid-19
1,580,1297,1530,56.78589971,30.64153106,238.7167748,27.17496892,134.2551724,0.447185813,0.841923101,1.853233104,4.203803691,7.790628162,0.447185813,0.379084967,8.784435981,Covid-19
2,1078,1904,3162,86.25296245,23.6167222,327.2203461,37.047972,133.2662338,0.566176471,0.961784468,3.652198715,3.793728781,13.85545138,0.566176471,0.340923466,8.832341649,Covid-19
3,136085,226119,240681,608.2825742,416.7912692,4303.516124,416.2556948,160.966881,0.601829125,0.728361078,1.459441738,7.074863404,10.32535094,0.601829125,0.565416464,10.33863603,Covid-19
5,119,182,589,35.46314999,5.895152122,66.90559159,12.30916349,134.8067227,0.653846154,0.986086472,6.015646289,1.88662292,11.34925617,0.653846154,0.202037351,5.435429601,Covid-19
7,298,396,986,36.90005098,12.21686106,87.08326112,19.47884453,135.3456376,0.752525253,0.943602763,3.020419959,2.359976716,7.128120775,0.752525253,0.302231237,4.470658461,Covid-19
1,17771,72910,85440,579.0156919,147.9480028,2601.631781,150.4218732,140.52777,0.243738856,0.966804722,3.913643177,4.493197364,17.58477121,0.243738856,0.207993914,17.29556829,Covid-19
2,21447,74722,98439,509.503998,199.1016247,2195.760677,165.2488079,139.8461323,0.287023902,0.920486063,2.559014769,4.30960441,11.02834133,0.287023902,0.217870966,13.28760373,Covid-19
3,14443,22223,32123,324.4210967,67.9211752,1337.413347,135.6075173,148.0950634,0.649912253,0.977838385,4.776435269,4.122461087,19.69066853,0.649912253,0.44961554,9.862383545,Covid-19
4,311,406,700,37.00277388,12.83892857,93.52691193,19.89918336,136.5723473,0.766009852,0.937875467,2.882076466,2.527564886,7.284635273,0.766009852,0.444285714,4.700037697,Covid-19
5,511,706,1320,41.92764083,19.58148894,133.5035713,25.50735987,137.9686888,0.723796034,0.884241183,2.141187576,3.184142219,6.81784576,0.723796034,0.387121212,5.233923543,Covid-19
6,139,241,325,27.8994034,11.12160316,72.90559159,13.30339418,130.8345324,0.576763485,0.917110841,2.508577495,2.61315952,6.555313164,0.576763485,0.427692308,5.480224866,Covid-19
7,432,578,870,28.11079618,23.63650146,113.1543289,23.45292057,132.162037,0.747404844,0.541293716,1.189295981,4.025297903,4.787270618,0.747404844,0.496551724,4.824743622,Covid-19
8,121,140,200,19.83958341,8.368345484,47.76345597,12.41217084,132.5867769,0.864285714,0.906688683,2.370789238,2.407482807,5.70763433,0.864285714,0.605,3.848114612,Covid-19
9,1684,2546,4096,60.08394864,52.16224364,354.1259377,46.30480961,135.6918052,0.661429694,0.496291315,1.151866646,5.893852613,6.788932243,0.661429694,0.411132813,7.647713934,Covid-19
11,118,157,240,20.46771098,8.75716053,53.00609665,12.2573352,130.9322034,0.751592357,0.903848588,2.337254285,2.589742288,6.052886261,0.751592357,0.491666667,4.324438859,Covid-19
1,272,343,391,26.75489355,19.62227272,103.3553391,18.60970597,152.9926471,0.793002915,0.679787925,1.363496162,3.863044302,5.267246081,0.793002915,0.695652174,5.55384052,Covid-19
1,2094,3470,6090,87.26553195,42.18051859,363.8772004,51.63490686,138.4188157,0.603458213,0.875422618,2.068858679,4.169770037,8.626664929,0.603458213,0.343842365,7.047116427,Covid-19
2,169,363,660,42.31219989,10.47205212,90.08326112,14.66892917,131.1656805,0.465564738,0.968889206,4.040487902,2.129013886,8.602254851,0.465564738,0.256060606,6.141093195,Covid-19
1,114,125,140,15.29403194,10.02383763,40.72792206,12.04779267,132.0789474,0.912,0.755274636,1.525766129,2.662994443,4.063106722,0.912,0.814285714,3.380529794,Covid-19
1,198,259,368,21.0313541,13.90779136,67.87005769,15.87770229,131.7121212,0.764478764,0.750131721,1.512199426,3.227089295,4.880002578,0.764478764,0.538043478,4.274551599,Covid-19
3,161,255,425,27.69759969,11.31599062,77.01219331,14.31752656,131.5031056,0.631372549,0.912733739,2.447651347,2.780464523,6.805607735,0.631372549,0.378823529,5.378875534,Covid-19
1,164075,247902,262144,600.8449542,553.5444727,5410.071606,457.0632104,177.5984519,0.661854281,0.388907692,1.085450192,9.004105915,9.773508494,0.661854281,0.625896454,11.8365939,Covid-19
2,541,836,931,58.95787372,18.72982356,210.6812409,26.24542996,147.5009242,0.647129187,0.948197494,3.147807215,3.573419928,11.24843703,0.647129187,0.581095596,8.027349569,Covid-19
1,156,214,378,25.29701975,10.04655385,62.6629509,14.09345128,136.3076923,0.728971963,0.917756408,2.51797981,2.477088271,6.237258253,0.728971963,0.412698413,4.446245966,Covid-19
1,151,225,338,31.02536009,9.797864397,68.14213562,13.86575534,166.0860927,0.671111111,0.948825182,3.166543119,2.196336656,6.954794725,0.671111111,0.446745562,4.914419297,Covid-19
3,154,209,253,24.51917737,11.14984901,73.11269837,14.00281721,152.3051948,0.736842105,0.890624273,2.19905914,2.981857721,6.557281475,0.736842105,0.608695652,5.221284922,Covid-19
5,143129,218084,224256,600.1946061,398.9038493,4456.597293,426.892847,172.8885691,0.656302159,0.747177821,1.504609713,7.425253822,11.17210902,0.656302159,0.638239334,10.43961576,Covid-19
6,127,130,160,16.30012182,10.12753302,40.97056275,12.71618741,184.992126,0.976923077,0.783559781,1.609485922,2.513512672,4.04546326,0.976923077,0.79375,3.221921904,Covid-19
1,383,770,987,52.01913977,19.37529154,156.6751442,22.08281562,133.4360313,0.497402597,0.928046374,2.684818428,3.011874954,8.086337381,0.497402597,0.38804458,7.094889842,Covid-19
2,582,1366,3300,80.4493938,19.85418547,240.001046,27.221782,135.6134021,0.426061493,0.969068732,4.052011801,2.983254872,12.08818395,0.426061493,0.176363636,8.816507533,Covid-19
3,229,497,816,109.6371603,3.741449983,186.5208153,17.07547527,139.5414847,0.460764588,0.999417547,29.30338794,1.701255439,49.8525481,0.460764588,0.280637255,10.92331618,Covid-19
4,472,1199,2610,77.54080947,17.66984714,211.0304833,24.51467041,136.1207627,0.393661384,0.973689685,4.388312408,2.721540885,11.94297164,0.393661384,0.180842912,8.608334511,Covid-19
5,89090,154067,175100,416.693003,351.0914214,3595.403425,336.7980271,157.9739589,0.578254915,0.538592865,1.186850426,8.628422842,10.24064732,0.578254915,0.508794974,10.67525085,Covid-19
1,233,435,918,39.33123644,12.85715421,102.9827561,17.22396046,135.1630901,0.535632184,0.945060931,3.059093466,2.618345249,8.009762842,0.535632184,0.253812636,5.979040436,Covid-19
1,713,1299,1380,71.34592286,24.9820562,333.4507935,30.13004805,157.3380084,0.548883757,0.936692167,2.855886733,4.673718975,13.34761201,0.548883757,0.516666667,11.0670515,Covid-19
2,312,365,414,24.49899012,18.4403148,92.18376618,19.93114994,151.4262821,0.854794521,0.658367164,1.32855596,3.762757801,4.999034301,0.854794521,0.753623188,4.625110265,Covid-19
3,377,495,572,30.20571541,19.78505569,107.8406204,21.90916038,150.9469496,0.761616162,0.755619921,1.526693474,3.570205803,5.4506099,0.761616162,0.659090909,4.922170388,Covid-19
1,163,227,338,25.93977728,9.465712194,69.35533906,14.40618082,133.4539877,0.718061674,0.931042374,2.740393617,2.673706035,7.327006953,0.718061674,0.482248521,4.814276589,Covid-19
4,219,639,1170,48.27888087,16.65847983,119.5685425,16.69848677,130.2785388,0.342723005,0.938585432,2.898156456,2.476622083,7.177638278,0.342723005,0.187179487,7.160441791,Covid-19
6,109,133,200,21.38975012,7.116405173,51.49137803,11.78062436,129.3119266,0.819548872,0.943032137,3.005695937,2.407292173,7.235588303,0.819548872,0.545,4.370853059,Covid-19
7,108,142,200,26.88006601,6.260446445,58.627417,11.72646029,129.7037037,0.76056338,0.972499984,4.293634048,2.181074145,9.364734211,0.76056338,0.54,4.999583469,Covid-19
9,105,148,310,33.89302639,4.419744977,68.04163056,11.56244577,129.7904762,0.709459459,0.991461101,7.668547973,2.007540719,15.39492231,0.709459459,0.338709677,5.884709162,Covid-19
10,2733,4184,5459,98.32244329,51.05019954,542.3158005,58.98952175,132.7533846,0.653202677,0.854645438,1.925995279,5.515686779,10.6231867,0.653202677,0.500641143,9.193425959,Covid-19
11,372,717,972,97.29839836,8.676070002,177.1543289,21.76338923,130.8225806,0.518828452,0.996016447,11.21457046,1.820732221,20.41872978,0.518828452,0.382716049,8.140015651,Covid-19
1,340,417,576,73.24198627,6.164579118,151.1126984,20.80628379,142.5205882,0.815347722,0.996451639,11.88110086,2.06319771,24.51306009,0.815347722,0.590277778,7.262839433,Covid-19
1,2008,2432,3422,67.86821095,40.70275313,224.6101731,50.56347502,149.5293825,0.825657895,0.800200762,1.667410819,3.309504847,5.518304188,0.825657895,0.58679135,4.442142732,Covid-19
2,240,401,1066,43.05522945,11.86157408,131.7106781,17.48077489,136.9125,0.598503741,0.961302014,3.629807408,3.059109888,11.10397973,0.598503741,0.225140713,7.53460181,Covid-19
3,20865,33304,54252,420.4745671,89.53516221,1504.774783,162.9912363,142.0439492,0.626501321,0.977065636,4.696194844,3.578753391,16.80652322,0.626501321,0.384594116,9.232243507,Covid-19
1,3728,5190,5665,109.4250401,55.59856965,420.4213562,68.89584184,149.9648605,0.718304432,0.861299665,1.968126892,3.842094605,7.561729715,0.718304432,0.658075905,6.102274753,Covid-19
5,102,143,247,22.62016375,7.779190967,51.21320344,11.39607097,138.245098,0.713286713,0.939004389,2.907778437,2.264050959,6.583358559,0.713286713,0.412955466,4.493935109,Covid-19
6,115,135,182,17.47810932,8.947053076,46.97056275,12.10051849,133.826087,0.851851852,0.859044742,1.953504598,2.687393807,5.249836158,0.851851852,0.631868132,3.881698359,Covid-19
7,780,828,893,50.38423988,20.70326012,129.9705627,31.5139151,141.725641,0.942028986,0.911677058,2.433637968,2.579587646,6.277782437,0.942028986,0.873460246,4.124227737,Covid-19
1,147316,190744,207460,627.9857836,415.9156186,3183.037805,433.0918572,215.0530967,0.772323114,0.749237861,1.509887476,5.068646279,7.653085538,0.772323114,0.710093512,7.349567424,Covid-19
1,106,210,266,23.25357054,16.05412617,74.38477631,11.61737456,153.0566038,0.504761905,0.723433542,1.448448224,3.198853964,4.633374343,0.504761905,0.398496241,6.402890421,Covid-19
1,488,683,864,35.53104457,29.92016821,151.2964646,24.92671053,219.2356557,0.714494876,0.539344461,1.187528236,4.258148512,5.056671591,0.714494876,0.564814815,6.069652246,Covid-19
3,172,294,440,25.6113611,13.08098871,77.9411255,14.79855404,134.9011628,0.585034014,0.859729606,1.957907132,3.043224653,5.958351253,0.585034014,0.390909091,5.26680683,Covid-19
4,104,123,192,18.5480992,7.78191833,44.17766953,11.50725478,132.1730769,0.845528455,0.90773065,2.383486746,2.381789587,5.676963913,0.845528455,0.541666667,3.839114573,Covid-19
5,137,172,299,25.1262173,8.159850627,59.28427125,13.20733954,133.4525547,0.796511628,0.945798368,3.079249664,2.35945867,7.265362316,0.796511628,0.45819398,4.488736818,Covid-19
6,279,413,540,31.00221514,15.31704066,103.0477272,18.84764794,135.4587814,0.675544794,0.869426229,2.024034265,3.323882721,6.727652521,0.675544794,0.516666667,5.467405139,Covid-19
7,145,177,280,23.37291504,8.839072162,60.87005769,13.58748446,133.8344828,0.81920904,0.925733775,2.644272455,2.604298932,6.88647593,0.81920904,0.517857143,4.479862175,Covid-19
2,189,231,264,70.45300945,3.512176921,127.6923882,15.51264884,134.4973545,0.818181818,0.998756649,20.05964136,1.812447604,36.35704892,0.818181818,0.715909091,8.231501241,Covid-19
3,117078,179586,208896,557.3772171,373.2740439,4014.402379,386.0936925,177.4316866,0.651932779,0.742634138,1.493211827,7.202307981,10.75457146,0.651932779,0.560460708,10.39748242,Covid-19
4,181,282,323,21.18252363,17.18621227,80.31980515,15.1807891,130.5138122,0.641843972,0.584575628,1.232530083,3.791795848,4.67350245,0.641843972,0.560371517,5.290884726,Covid-19
5,186,222,336,24.23179987,10.64330982,61.45584412,15.3890401,131.8333333,0.837837838,0.898375124,2.276716573,2.536165058,5.77412902,0.837837838,0.553571429,3.993481316,Covid-19
1,122,133,150,16.24985214,10.12840589,42.14213562,12.46335526,123.352459,0.917293233,0.781989033,1.604383978,2.59338579,4.16078661,0.917293233,0.813333333,3.381283349,Covid-19
1,331,336,384,25.27596946,17.07292441,67.79898987,20.52905963,145.6435045,0.985119048,0.737395974,1.480470999,2.682349731,3.971140987,0.985119048,0.861979167,3.302586241,Covid-19
3,703,887,1496,66.67029949,19.02384861,175.1482323,29.9180113,131.883357,0.792559188,0.958425709,3.504564238,2.627080328,9.206771768,0.792559188,0.469919786,5.854273887,Covid-19
1,424,661,918,51.13240209,13.79220343,146.5330086,23.23474913,131.7146226,0.641452345,0.962934566,3.707341061,2.865756401,10.62433638,0.641452345,0.461873638,6.306631838,Covid-19
2,23074,29369,39474,408.607443,77.99325601,1214.139177,171.402244,150.0337609,0.785658347,0.981614203,5.239009934,2.971407393,15.56723285,0.785658347,0.584536657,7.083566402,Covid-19
3,360,580,882,42.00261154,16.38480572,141.6396103,21.40948939,130.4833333,0.620689655,0.920776662,2.563509891,3.372161995,8.644570629,0.620689655,0.408163265,6.615739764,Covid-19
2,90579,139698,151008,457.7329055,347.3591483,4299.786289,339.6008903,171.5588602,0.64839153,0.651243721,1.317751117,9.393657823,12.37850309,0.64839153,0.599829148,12.66129274,Covid-19
3,447,641,1152,39.00701766,18.89176565,116.5685425,23.85661494,142.1297539,0.697347894,0.874892535,2.064762944,2.988399254,6.170336043,0.697347894,0.388020833,4.886214695,Covid-19
4,296,480,810,31.87564007,19.26097626,114.8406204,19.41336924,141.6283784,0.616666667,0.796791917,1.654933771,3.602770648,5.962346814,0.616666667,0.365432099,5.915542996,Covid-19
5,155,252,448,26.99935069,12.34507889,78.04772721,14.04820734,132.1935484,0.615079365,0.889345328,2.187053718,2.890726081,6.322173224,0.615079365,0.345982143,5.55570724,Covid-19
7,220,365,616,27.19713533,17.18895845,97.2903679,16.73656774,134.6136364,0.602739726,0.774957324,1.582244521,3.57722851,5.660050211,0.602739726,0.357142857,5.813041801,Covid-19
8,308,434,667,27.69272564,18.78842736,100.2903679,19.80297401,138.288961,0.709677419,0.734636654,1.473924619,3.621541961,5.337879853,0.709677419,0.461769115,5.064409408,Covid-19
10,113,129,240,16.87284782,9.489446038,45.11269837,11.99483508,142.1061947,0.875968992,0.826859004,1.778064573,2.673686081,4.753986501,0.875968992,0.470833333,3.761010308,Covid-19
1,326,501,868,34.96470116,17.58796279,126.4325035,20.3734163,131.8742331,0.650698603,0.864274458,1.987990399,3.616004122,7.188581478,0.650698603,0.375576037,6.205758607,Covid-19
2,242,370,962,67.22417927,7.033515424,139.6629509,17.55346034,135.5123967,0.654054054,0.994511454,9.557692735,2.07757019,19.85677751,0.654054054,0.251559252,7.956434129,Covid-19
3,128,140,234,19.85305936,8.430470393,46.87005769,12.76615297,134.1875,0.914285714,0.905360698,2.354917156,2.360848111,5.559601719,0.914285714,0.547008547,3.67143162,Covid-19
3,146,227,325,24.60034755,13.05702403,73.9411255,13.63425735,130.9041096,0.643171806,0.847518511,1.884070021,3.005694344,5.662938607,0.643171806,0.449230769,5.423186873,Covid-19
4,473,1574,4352,101.8772877,18.92595017,231.8061325,24.5406256,136.4059197,0.300508259,0.982592873,5.382941773,2.275346524,12.24805785,0.300508259,0.108685662,9.44581187,Covid-19
6,121647,152586,207872,529.9301355,349.4172973,5119.054362,393.5552959,156.637451,0.797235657,0.751823126,1.516611054,9.659866498,14.65026031,0.797235657,0.58520147,13.00720487,Covid-19
7,152,212,496,31.19707946,8.079152436,73.11269837,13.91159268,132.7697368,0.716981132,0.965884981,3.861429736,2.343575092,9.049550551,0.716981132,0.306451613,5.255523222,Covid-19
1,443,592,640,45.61608567,15.10335834,141.3969696,23.74963407,137.986456,0.748310811,0.943596653,3.020261099,3.099717293,9.361955559,0.748310811,0.6921875,5.953648348,Covid-19
2,435,589,637,58.85113331,11.57158147,141.8111832,23.53421343,139.7195402,0.738539898,0.980478842,5.085833208,2.409659342,12.2551255,0.738539898,0.68288854,6.025745606,Covid-19
4,397,466,648,26.82570136,21.52983688,89.59797975,22.48279563,138.3853904,0.85193133,0.596541218,1.245977919,3.340005115,4.161572623,0.85193133,0.612654321,3.985179656,Covid-19
1,364,370,408,25.72909679,18.34761567,70.97056275,21.52810243,148.6785714,0.983783784,0.701054551,1.402312827,2.758377541,3.868108207,0.983783784,0.892156863,3.296647393,Covid-19
1,202700,252797,262144,630.8233028,545.9506311,3946.205374,508.0213142,205.6046177,0.801829136,0.5009827,1.15545851,6.255642993,7.228135931,0.801829136,0.773239136,7.7677949,Covid-19
1,110493,147752,184320,565.9805641,292.8973145,2293.449927,375.0787344,185.7888916,0.747827441,0.855680671,1.932351497,4.052170821,7.830218352,0.747827441,0.599462891,6.114582663,Covid-19
1,188,292,323,22.93045991,21.47122222,100.9411255,15.47155566,179.9202128,0.643835616,0.351034632,1.067962488,4.40205412,4.70122867,0.643835616,0.582043344,6.524303551,Covid-19
2,137,155,225,16.21632964,11.83438454,47.21320344,13.20733954,138.0072993,0.883870968,0.683679982,1.370272327,2.911460514,3.989493775,0.883870968,0.608888889,3.574770173,Covid-19
1,229,277,348,29.1999552,10.69873892,75.254834,17.07547527,137.1091703,0.826714801,0.930459117,2.729289444,2.577224296,7.033991065,0.826714801,0.658045977,4.407188251,Covid-19
1,246,396,624,46.74503202,10.17534184,124.5269119,17.6979357,129.9065041,0.621212121,0.97602075,4.593952003,2.663960351,12.23810599,0.621212121,0.394230769,7.03623937,Covid-19
2,138,180,248,29.23370537,6.924200716,68.79898987,13.25545387,130.2101449,0.766666667,0.971544582,4.221960999,2.35341326,9.936018999,0.766666667,0.556451613,5.190240227,Covid-19
3,1001,1151,1950,66.54575196,23.356963,177.9472222,35.70031911,140.9180819,0.86967854,0.936378816,2.849075539,2.674058327,7.61859417,0.86967854,0.513333333,4.984471473,Covid-19
4,226,337,576,41.76666821,10.45599679,101.1776695,16.96325845,134.3628319,0.670623145,0.968157186,3.994518079,2.422450099,9.676520717,0.670623145,0.392361111,5.964518542,Covid-19
1,158,222,262,151.8778955,1.401771299,156,14.1835062,145.778481,0.711711712,0.999957406,108.3471289,1.027140911,111.2877687,0.711711712,0.603053435,10.99869086,Covid-19
2,1267,4726,9040,205.1405487,23.81062265,516.6162697,40.16459266,145.902131,0.268091409,0.993241059,8.615505432,2.518352773,21.69688199,0.268091409,0.140154867,12.86248,Covid-19
3,112295,163628,183658,495.2506353,354.3903921,3128.200323,378.124893,166.2259495,0.686282299,0.698532977,1.397471958,6.316398406,8.826989649,0.686282299,0.611435385,8.272928816,Covid-19
4,161,266,285,21.43242161,17.97182666,95.59797975,14.31752656,167.7888199,0.605263158,0.54484838,1.192556662,4.460437626,5.319324605,0.605263158,0.564912281,6.676989867,Covid-19
1,556,855,931,59.28083791,19.28287591,220.2670273,26.60678836,148.2464029,0.650292398,0.945617717,3.074273681,3.715653069,11.42293444,0.650292398,0.597207304,8.2786026,Covid-19
2,478,646,792,40.48875084,17.99147423,143.3614357,24.66999194,148.0083682,0.73993808,0.89584962,2.250440977,3.54077201,7.968298422,0.73993808,0.603535354,5.811166702,Covid-19
3,166710,233039,248832,553.0580435,525.3006252,4531.340546,460.7187477,178.873139,0.715373822,0.31282427,1.052841015,8.193245897,8.626185328,0.715373822,0.6699701,9.835372597,Covid-19
1,820,1900,4745,91.42196754,32.77231871,350.002092,32.31186201,137.604878,0.431578947,0.933540045,2.789609376,3.828424409,10.67980862,0.431578947,0.172813488,10.83200008,Covid-19
1,383,506,540,41.08969608,14.35103753,128.1543289,22.08281562,139.1201044,0.756916996,0.937025399,2.863186441,3.118892111,8.929969602,0.756916996,0.709259259,5.803350947,Covid-19
2,830,855,891,37.49568399,29.37705109,112.0416306,32.50828851,203.9939759,0.970760234,0.621419268,1.276359696,2.988120729,3.813916864,0.970760234,0.931537598,3.446555807,Covid-19
3,297,434,640,32.79289066,16.08138167,93.59797975,19.44613444,132.6666667,0.684331797,0.871501792,2.039183655,2.85421559,5.820269779,0.684331797,0.4640625,4.813192052,Covid-19
4,594,1042,2162,47.55707979,24.66859965,160.1309883,27.50098707,133.8821549,0.570057582,0.85494685,1.927838648,3.367132487,6.491288139,0.570057582,0.274745606,5.822736033,Covid-19
